x y
94.43110943324008 221.41091236433735
98.64053523524798 207.3794930243111
85.310686862223 205.97635109030847
81.80283202721641 224.21719623234262
107.76095780626508 218.6046284963321
107.76095780626508 231.93447686935707
90.2216836312322 234.7407607373623
114.77666747627823 201.06535432129928
100.0 200.0
107.76095780626508 187.73550594827432
104.95467393825982 175.10722854225068
122.4939481132927 182.82450917926514
121.79237714629139 171.5993737072441
121.79237714629139 156.16481243321522
108.4625287732664 155.4632414662139
123.19551908029402 142.83496406019026
137.22693842032032 162.47895113622704
135.12222551931637 145.64124792819553
147.75050292534004 161.0758092022244
144.24264809033346 182.12293821226382
154.7662125953532 191.24336078328088
167.39449000137688 178.61508337725724
158.27406743035976 170.1962317732415
170.90234483638346 195.45278658528875
164.5882061333716 214.3952026943242
175.81334160539265 214.3952026943242
191.24790287942162 234.7407607373623
178.61962547339792 229.82976396835312
169.49920290238083 238.95018653937018
187.03847707741372 222.81405429833998
185.63533514341108 205.97635109030847
177.9180545063966 182.82450917926514
227.72959316349002 237.54704460536757
241.76101250351633 236.84547363836626
260.0018576455505 239.6517575063715
233.34216089950053 228.4266220343505
237.55158670150843 211.58891882631897
245.26886733852288 222.11248333133867
255.79243184354263 227.02348010034785
253.68771894253868 212.2904897933203
241.76101250351633 198.25907045329402
236.8500157345071 180.71979627826119
249.47829314053078 187.73550594827432
245.9704383055242 173.00251564124673
234.74530283350316 161.0758092022244
232.6405899324992 150.5522446972047
248.07515120652815 162.47895113622704
250.0 150.0
234.74530283350316 135.81925439017712
245.9704383055242 137.22239632417975
229.83430606449394 196.85592851929138
257.19557377754523 200.36378335429796
260.0018576455505 183.52608014626642
260.7034286125518 143.53653502719158
262.10657054655445 155.4632414662139
262.10657054655445 171.5993737072441
218.6091705924729 134.4161124561745
93.02796749923746 186.3323640142717
95.1326804002414 165.28523500423228
150.0 150.0
168.7976319353795 159.67266726822177
366.64064462975045 243.8611833083794
349.10137045471754 242.45804137437676
331.5620962796847 230.53133493535444
325.24795757667283 207.3794930243111
342.7872317517057 219.30619946333343
358.923363992736 225.62033816634525
378.5673510687728 231.23290590235575
332.9652382136873 194.75121561828746
339.27937691669916 177.2119414432546
350.0 200.0
356.818651091732 191.24336078328088
356.1170801247307 174.40565757524936
367.34221559675177 177.91351241025592
378.5673510687728 181.4213672452625
384.1799188047833 165.28523500423228
366.64064462975045 160.3742382352231
348.3997994877162 160.3742382352231
314.7243930716531 139.3271092251837
300.6929737316268 127.40040278616137
316.1275350056557 118.27998021514429
335.7715220816926 118.27998021514429
335.7715220816926 133.71454148917317
343.488802718707 144.9396769611942
358.22179302573466 150.5522446972047
376.46263816776883 144.9396769611942
360.3265059267386 133.01297052217188
349.80294142171886 120.38469311614823
373.65635429976356 128.10197375316267
389.79248654079385 156.16481243321522
386.9862026727886 145.64124792819553
348.3997994877162 134.4161124561745
324.5463866096715 130.20668665416662
159.6772093643624 63.557444789041845
171.60391580338478 75.48415122806418
182.12748030840453 85.30614476608257
200.0 100.0
219.31074155947422 97.2328512051049
