x y
4.013015638205639 20.832584451824985
4.60814784467934 21.597754431576888
5.330808381111691 20.237452245351285
4.0 20.0
4.86320450459664 20.917603338464087
5.543355597709441 21.682773318215986
7.796356093645595 21.385207214979136
6.733620010656844 20.535018348588135
6.733620010656844 19.472282265599382
6.5210727940590925 18.53707451256928
7.966393866923795 19.174716162362532
8.0 20.0
6.606091680698193 21.555244988257336
8.0 18.0
7.413771103769644 16.879206223106827
6.5210727940590925 16.284074016633124
6.0 16.0
5.628374484348541 14.838752943768421
6.095978360863592 17.431828986260978
4.6506572879988894 15.221337933644373
4.99073283455529 16.624149563189526
4.6506572879988894 14.20111129397517
5.24578949447259 13.818526304099219
6.776129453976393 13.095865767666867
7.796356093645595 13.73350741746012
8.986620506592997 13.988564077377418
9.836809372983998 14.753734057129321
11.112092672570501 15.136319047005271
11.664715435724652 16.284074016633124
12.982508178630704 16.709168449828624
14.470338694814957 17.474338429580527
16.04318809763831 17.346810099621877
16.63832030411201 16.539130676550425
16.76584863407066 14.92377183040752
16.51079197415336 14.24362073729472
15.91565976767966 12.968337437708216
15.022961457969108 11.267959704926213
13.917715931660807 9.695110302102858
13.705168715063056 8.377317559196806
13.492621498465304 6.464392609817051
13.917715931660807 5.189109310230548
15.192999231247308 4.381429887159096
17.318471397224812 3.658769350726744
18.933830243367716 3.658769350726744
20.804245749427917 4.253901557200446
21.78196294577757 4.849033763674147
23.227284018642273 5.571694300106499
24.842642864785176 6.2518453932193
26.50051115424763 7.229562589568952
28.711002206864233 8.717393105753207
28.0 8.0
29.603700516574783 9.142487538948707
29.433662743296583 8.207279785918605
28.838530536822883 7.527128692805803
14.085424113062217 12.490171408420574
13.789884291778419 11.308012123285378
12.84415686367026 10.00763690963666
12.84415686367026 7.820642232136546
12.785048899413502 5.219891804839112
14.321855970089256 3.8604086269336357
15.917771005021773 3.387544912879557
18.222981611035408 2.6782493417984385
19.346032931913843 2.8555732345687184
21.828567430697756 3.387544912879557
23.89734617968435 4.274164376730955
25.907016964414186 5.751863483149951
27.148284213806143 6.22472719720403
3.0322347970481274 21.47458197544807
1.4954277263723714 20.351530654569636
2.854910904277848 19.64223508348852
2.9731268327913676 20.528854547339915
-0.4551350941007033 23.12960497463735
1.5785442110641557 22.03286354158833
0.8789375609722195 21.1987171510941
2.1436111207537967 21.252533047255017
2.62795418620206 21.979047645427414
4.0 22.0
3.81190390174226 21.575428424220526
2.009071380351501 20.256938968278035
2.589286127821839 20.822382292132225
1.688902173736709 20.86330883549973
1.8116818038392268 21.3544273559098
1.9890301584317522 21.750050608462356
2.521075222209329 21.64091315948234
