x y
38.579965883992664 99.81395752555648
29.115536236631275 56.69822246535471
54.354015296261636 40.92417305308577
64.87004823777428 91.40113117234638
80.64409765004326 79.83349493668248
62.76684164947176 64.05944552441355
100.0 0.0
104.83097341552237 38.82096646478324
76.43768447343821 26.20172693496809
21.754313177572417 25.150123640816826
11.238280236059767 120.84602340858173
14.393090118513562 87.19471799574133
52.25080870795911 78.78189164253122
91.16013059155593 146.08450246821204
73.2828745909844 138.7232794091532
48.04439553135405 141.87808929160698
60.66363506116923 117.69121352612795
100.0 100.0
119.55341953364008 138.7232794091532
104.83097341552237 70.36906528932113
135.32746894590906 87.19471799574133
134.27586565175778 54.595015877052184
97.4697503564635 121.89762670273299
418.2087550725994 459.46228412528836
351.9577475410697 451.04945777207826
324.6160618931368 413.1917391826328
328.82247506974187 354.3019547101621
353.00935083522097 298.56698012014516
400.0 300.0
456.066473662045 292.25736035523755
474.99533295676775 310.13461635580904
517.0594647228183 370.076004122431
523.3690844877259 434.22380506565804
499.18220872224686 457.3590775369858
471.8405230743139 466.8235071843472
519.1626713111209 394.26287988791006
507.59503507545696 337.47630200374186
502.33701860470063 275.43170764881734
439.2408209556247 268.0704845897585
396.12508589542284 274.3801043546661
300.0 300.0
305.68720259841405 347.99233494525447
297.27437624520394 413.1917391826328
319.3580454223805 463.6686973018934
300.0 400.0
304.63559930426277 380.5920370639436
268.8810873031197 343.7859217686494
310.9452190691704 319.5990460031704
360.3705738942798 496.2683994205825
400.3314990720279 479.44274671416235
424.518374837507 496.2683994205825
472.8921263684652 489.95877965567496
543.3495470766 483.6491598907674
500.0 500.0
549.6591668415076 455.2558709486833
555.9687866064152 419.5013589475404
547.5559602532051 374.28241729903607
549.6591668415076 316.4442361207166
513.9046548403645 298.56698012014516
469.7373164860114 270.17369117806106
361.4221771884311 272.27689776636356
343.5449211878596 332.21828553298553
264.6746741265147 381.6436403580949
286.7583433036913 444.73983800717065
315.15163224577543 444.73983800717065
363.52538377673363 155.5489321155734
364.5769870708849 111.38159376122037
379.29943318900257 118.74281682027922
403.4863089544817 137.67167611500193
453.96326707374243 99.81395752555648
428.72478801411205 111.38159376122037
436.08601107317094 67.21425540686734
491.82098566318797 86.14311470159006
514.9562581345158 121.89762670273299
493.9241922514905 125.05243658518678
472.8921263684652 129.25884976179185
514.9562581345158 146.08450246821204
531.781910840936 158.7037419980272
572.7944393128354 132.41365964424563
543.3495470766 121.89762670273299
568.5880261362304 76.6786850542287
540.1947371941462 86.14311470159006
519.1626713111209 75.62708176007744
600.0 100.0
636.9422402560625 130.3104530559431
662.180719315693 172.3745848219936
624.3230007262474 175.5293947044474
620.1165875496423 152.39412223311962
613.8069677847348 119.79442011443048
588.5684887251043 165.01336176293478
648.5098764917265 145.0328991740608
674.7999588455082 153.4457255272709
703.1932477875923 180.78741117520372
724.2253136706175 149.23931235066584
703.1932477875923 136.62007282085068
667.4387357864492 118.74281682027922
630.632620491155 86.14311470159006
582.2588689601968 63.007842230262284
517.0594647228183 54.595015877052184
477.09853954507025 59.853032347808494
400.0 100.0
575.9492491952892 99.81395752555648
670.5935456689031 92.45273446649765
700.0 100.0
733.6897433179789 134.51686623254815
754.7218092010042 161.85855188048097
736.8445532004328 167.1165683512373
754.7218092010042 183.9422210576575
770.4958586132733 186.04542764596002
770.4958586132733 169.21977493953983
754.7218092010042 134.51686623254815
770.4958586132733 147.13610576236331
797.8375442612062 161.85855188048097
734.7413466121302 191.30344411671635
748.6843344377824 156.49848103409198
737.9996901639074 151.41055518938964
747.1579566843717 144.28745900680636
764.4569045563596 152.68253665056523
752.245882529074 169.47269193808293
744.3595974697854 177.10458070513644
735.7101235337914 174.81501407502037
727.5694421822676 169.2182956458478
731.8941791502647 158.5336513719729
732.65736802697 146.3226293446873
743.59640859308 163.87597350891036
763.9481119718894 176.08699553619596
764.2025082641245 164.3847660933806
773.1063784923537 163.87597350891036
774.6327562457643 156.24408474185685
780.0 160.0
781.2470598438774 172.0166548604341
776.4135302914102 176.08699553619596
